ST_CASE,YEAR,FATALS,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,STATENAME,MONTHNAME,DAYNAME,DAY_WEEKNAME,HOURNAME,MINUTENAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,RD_OWNERNAME,NHSNAME,SP_JURNAME,HARM_EVNAME,MAN_COLLNAME,RELJCT1NAME,RELJCT2NAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LGT_CONDNAME,WEATHERNAME,SCH_BUSNAME,RAILNAME,LATITUDE,LONGITUD,COUNTYNAME,CITYNAME
80393,2021,1,0,0,1,1,0,1,1,Colorado,August,17,Tuesday,10:00pm-10:59pm,0,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.84910278,-104.97811111,ADAMS (1),THORNTON
80394,2021,1,1,1,1,1,0,1,1,Colorado,August,24,Tuesday,11:00am-11:59am,7,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.83966667,-104.79014444,EL PASO (41),COLORADO SPRINGS
80395,2021,1,1,1,1,1,0,1,1,Colorado,August,25,Wednesday,6:00am-6:59am,40,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.84802778,-104.84706111,EL PASO (41),COLORADO SPRINGS
80396,2021,1,0,0,2,2,0,2,2,Colorado,August,28,Saturday,9:00pm-9:59pm,42,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.87693333,-104.75710556,EL PASO (41),COLORADO SPRINGS
80397,2021,1,0,0,1,1,0,2,2,Colorado,August,29,Sunday,0:00am-0:59am,29,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Dark - Lighted,Clear,No,Not Applicable,38.88277778,-104.79076111,EL PASO (41),COLORADO SPRINGS
80398,2021,1,0,0,1,1,0,1,1,Colorado,August,24,Tuesday,11:00pm-11:59pm,45,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Lighted,Not Reported,No,Not Applicable,39.74006667,-104.98965556,DENVER (31),DENVER
80399,2021,1,0,0,3,2,1,3,3,Colorado,August,19,Thursday,7:00am-7:59am,51,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.74396667,-105.02993333,DENVER (31),DENVER
80400,2021,1,0,0,2,1,1,1,1,Colorado,August,27,Friday,11:00pm-11:59pm,5,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,In Parking Lane/Zone,,Dark - Lighted,Not Reported,No,Not Applicable,39.75468889,-104.84955556,ADAMS (1),AURORA
80401,2021,1,0,0,3,3,0,4,4,Colorado,August,9,Monday,7:00pm-7:59pm,12,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.61303333,-105.02588333,ARAPAHOE (5),LITTLETON
80402,2021,1,0,0,2,2,0,4,4,Colorado,September,2,Thursday,7:00pm-7:59pm,35,U.S. Highway,Urban,Principal Arterial - Other Freeways and Expressways,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,38.27555556,-104.4692,PUEBLO (101),NOT APPLICABLE
80403,2021,1,0,0,2,2,0,3,3,Colorado,September,2,Thursday,7:00pm-7:59pm,48,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dusk,Not Reported,No,Not Applicable,39.72557778,-104.97292778,DENVER (31),DENVER
80404,2021,1,1,1,1,1,0,4,4,Colorado,September,3,Friday,4:00pm-4:59pm,15,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.13753056,-108.31923611,MESA (77),NOT APPLICABLE
80405,2021,1,0,0,2,2,0,2,2,Colorado,September,2,Thursday,1:00pm-1:59pm,7,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.89140556,-104.80205,EL PASO (41),COLORADO SPRINGS
80406,2021,1,1,1,1,1,0,1,1,Colorado,September,7,Tuesday,11:00pm-11:59pm,51,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Cloudy,No,Not Applicable,39.74020833,-104.88351111,ADAMS (1),AURORA
80407,2021,5,0,0,2,2,0,7,7,Colorado,September,8,Wednesday,9:00pm-9:59pm,26,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.14316111,-102.72373889,PROWERS (99),NOT APPLICABLE
80408,2021,1,0,0,2,2,0,2,2,Colorado,September,9,Thursday,2:00am-2:59am,56,State Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.24870556,-104.69931667,DOUGLAS (35),NOT APPLICABLE
80409,2021,2,0,0,2,2,0,2,2,Colorado,September,11,Saturday,10:00pm-10:59pm,50,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.3796,-104.68133333,DOUGLAS (35),NOT APPLICABLE
80410,2021,1,0,0,1,1,0,3,3,Colorado,September,11,Saturday,11:00pm-11:59pm,30,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,T-Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,38.25461111,-104.49657222,PUEBLO (101),NOT APPLICABLE
80411,2021,1,0,0,2,2,0,5,5,Colorado,September,13,Monday,7:00pm-7:59pm,35,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Driveway Access Related,Not an Intersection,On Roadway,,Dusk,Clear,No,Not Applicable,37.27208889,-108.6337,MONTEZUMA (83),NOT APPLICABLE
80412,2021,1,0,0,1,1,0,1,1,Colorado,September,4,Saturday,8:00pm-8:59pm,5,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,T-Intersection,On Median,,Dark - Not Lighted,Clear,No,Not Applicable,39.05706667,-108.64480556,MESA (77),GRAND JUNCTION
80413,2021,1,0,0,1,1,0,1,1,Colorado,September,11,Saturday,8:00am-8:59am,30,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Daylight,Clear,No,Not Applicable,37.22671667,-107.68676389,LA PLATA (67),NOT APPLICABLE
80414,2021,1,0,0,1,1,0,2,2,Colorado,September,11,Saturday,3:00pm-3:59pm,40,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Cable Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Daylight,Cloudy,No,Not Applicable,39.55403889,-105.24086111,JEFFERSON (59),NOT APPLICABLE
80415,2021,1,0,0,1,1,0,1,1,Colorado,September,14,Tuesday,11:00pm-11:59pm,0,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.69697778,-105.19363333,JEFFERSON (59),LAKEWOOD
80416,2021,1,0,0,2,2,0,2,2,Colorado,September,15,Wednesday,8:00am-8:59am,46,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.23434167,-102.66168056,YUMA (125),NOT APPLICABLE
80417,2021,1,0,0,1,1,0,1,1,Colorado,September,15,Wednesday,2:00pm-2:59pm,53,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Entrance/Exit Ramp Related,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.99040556,-104.817,EL PASO (41),NOT APPLICABLE
80418,2021,2,0,0,2,2,0,2,2,Colorado,September,17,Friday,0:00am-0:59am,24,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.02626111,-104.37123333,EL PASO (41),NOT APPLICABLE
80419,2021,1,1,1,1,1,0,1,1,Colorado,September,17,Friday,7:00am-7:59am,45,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,37.08333333,-104.52015,LAS ANIMAS (71),NOT APPLICABLE
80420,2021,1,0,0,2,1,1,1,1,Colorado,September,17,Friday,8:00am-8:59am,58,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Shoulder,,Daylight,Cloudy,No,Not Applicable,40.08195,-104.98033889,WELD (123),DACONO
80421,2021,1,1,1,1,1,0,1,1,Colorado,September,17,Friday,10:00am-10:59am,53,Local Street - Frontage Road,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.28985556,-104.89485556,DOUGLAS (35),NOT APPLICABLE
80422,2021,2,0,0,2,2,0,3,3,Colorado,September,19,Sunday,0:00am-0:59am,34,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Driveway Access Related,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.76921111,-104.75743333,ADAMS (1),AURORA
80423,2021,1,0,0,1,1,0,1,1,Colorado,September,19,Sunday,4:00am-4:59am,35,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,38.98083333,-104.8103,EL PASO (41),NOT APPLICABLE
80424,2021,1,0,0,1,1,0,2,2,Colorado,September,19,Sunday,8:00pm-8:59pm,49,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Other location within Interchange Area,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,39.72777778,-104.82444444,ARAPAHOE (5),AURORA
80425,2021,1,0,0,1,1,0,1,1,Colorado,September,19,Sunday,10:00pm-10:59pm,50,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,37.13733056,-105.99741667,CONEJOS (21),NOT APPLICABLE
80426,2021,1,0,0,1,1,0,1,1,Colorado,September,21,Tuesday,8:00am-8:59am,0,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Wall,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Driveway Access Related,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,37.45040556,-106.88862222,MINERAL (79),NOT APPLICABLE
80427,2021,1,1,1,1,1,0,1,1,Colorado,September,20,Monday,9:00pm-9:59pm,40,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Cloudy,No,Not Applicable,40.42164444,-105.07742222,LARIMER (69),LOVELAND
80428,2021,1,0,0,2,2,0,2,2,Colorado,September,21,Tuesday,8:00am-8:59am,53,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.74033889,-105.08373889,JEFFERSON (59),LAKEWOOD
80429,2021,1,0,0,2,2,0,4,4,Colorado,September,16,Thursday,6:00pm-6:59pm,0,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Entrance/Exit Ramp Related,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.49780278,-106.32654167,CHAFFEE (15),NOT APPLICABLE
80430,2021,2,0,0,2,2,0,3,3,Colorado,September,21,Tuesday,7:00pm-7:59pm,24,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Roadway,,Dusk,Clear,No,Not Applicable,40.12984444,-104.94188889,WELD (123),FREDERICK
80431,2021,1,0,0,1,1,0,1,1,Colorado,September,22,Wednesday,9:00pm-9:59pm,15,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,39.26443056,-105.82544444,PARK (93),NOT APPLICABLE
80432,2021,1,0,0,1,1,0,1,1,Colorado,September,24,Friday,4:00am-4:59am,0,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,40.6982,-105.44237778,LARIMER (69),NOT APPLICABLE
80433,2021,1,0,0,1,1,0,1,1,Colorado,September,24,Friday,11:00pm-11:59pm,10,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Dark - Lighted,Clear,No,Not Applicable,39.86856111,-104.98488889,ADAMS (1),THORNTON
80434,2021,1,0,0,1,1,0,1,1,Colorado,September,25,Saturday,3:00pm-3:59pm,5,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Shoulder,,Daylight,Clear,No,Not Applicable,39.67702778,-106.77929444,EAGLE (37),NOT APPLICABLE
80435,2021,1,0,0,1,1,0,1,1,Colorado,September,25,Saturday,6:00pm-6:59pm,0,County Road,Rural,Local,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,39.02105556,-105.64188889,PARK (93),NOT APPLICABLE
80436,2021,1,0,0,1,1,0,2,2,Colorado,September,26,Sunday,7:00pm-7:59pm,32,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.29792778,-104.90021111,DOUGLAS (35),NOT APPLICABLE
80437,2021,1,0,0,1,1,0,1,1,Colorado,September,20,Monday,3:00am-3:59am,25,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Dark - Not Lighted,Cloudy,No,Not Applicable,40.449275,-103.308375,LOGAN (75),NOT APPLICABLE
80438,2021,1,0,0,2,2,0,2,2,Colorado,September,27,Monday,3:00pm-3:59pm,50,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Intersection,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.66560556,-105.15044444,JEFFERSON (59),LAKEWOOD
80439,2021,1,0,0,1,1,0,1,1,Colorado,September,24,Friday,9:00pm-9:59pm,24,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Dark - Lighted,Clear,No,Not Applicable,39.92824444,-105.04569722,BROOMFIELD (14),BROOMFIELD
80440,2021,1,0,0,1,1,0,1,1,Colorado,September,28,Tuesday,10:00am-10:59am,15,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,40.06726944,-105.10256944,BOULDER (13),NOT APPLICABLE
80441,2021,1,0,0,1,1,0,1,1,Colorado,September,28,Tuesday,9:00am-9:59am,46,State Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Guardrail End,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.03072222,-108.88473889,SAN MIGUEL (113),NOT APPLICABLE
80442,2021,1,0,0,1,1,0,1,1,Colorado,September,28,Tuesday,7:00pm-7:59pm,55,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Cloudy,No,Not Applicable,39.78788333,-105.79474722,CLEAR CREEK (19),NOT APPLICABLE
80443,2021,1,0,0,2,2,0,2,2,Colorado,September,29,Wednesday,10:00am-10:59am,36,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,Yes,Through Roadway,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.47165833,-104.87273889,DOUGLAS (35),NOT APPLICABLE
80444,2021,1,0,0,2,2,0,3,3,Colorado,September,29,Wednesday,2:00pm-2:59pm,15,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Opposite Direction,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.98578333,-106.35816944,GRAND (49),NOT APPLICABLE
80445,2021,1,0,0,1,1,0,1,1,Colorado,September,30,Thursday,10:00pm-10:59pm,46,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,39.27923333,-106.32345833,LAKE (65),NOT APPLICABLE
80446,2021,1,0,0,2,2,0,2,2,Colorado,September,2,Thursday,1:00pm-1:59pm,22,U.S. Highway,Urban,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Other,No,Driveway Access Related,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.70980833,-105.20471389,JEFFERSON (59),GOLDEN
80447,2021,1,0,0,2,2,0,5,5,Colorado,September,3,Friday,10:00pm-10:59pm,24,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Entrance/Exit Ramp Related,Not an Intersection,Gore,,Dark - Lighted,Rain,No,Not Applicable,38.28805556,-104.60588333,PUEBLO (101),PUEBLO
80448,2021,1,0,0,3,3,0,3,3,Colorado,September,27,Monday,4:00pm-4:59pm,2,U.S. Highway,Urban,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Intersection-Related,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.07736111,-108.50566111,MESA (77),GRAND JUNCTION
80449,2021,1,0,0,1,1,0,1,1,Colorado,September,18,Saturday,10:00pm-10:59pm,17,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.79604444,-104.7775,EL PASO (41),COLORADO SPRINGS
80450,2021,1,1,1,1,1,0,1,1,Colorado,September,27,Monday,2:00am-2:59am,32,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Non-Motorist on Personal Conveyance,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.72094444,-104.98748889,DENVER (31),DENVER
80451,2021,1,0,0,1,1,0,1,1,Colorado,September,27,Monday,9:00am-9:59am,57,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Not Reported,No,Not Applicable,39.66051111,-104.90621111,DENVER (31),DENVER
80452,2021,1,0,0,2,2,0,4,4,Colorado,September,8,Wednesday,12:00pm-12:59pm,25,State Highway,Urban,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Yes,Intersection-Related,Four-Way Intersection,On Roadway,Construction,Daylight,Not Reported,No,Not Applicable,39.78091111,-104.96713889,DENVER (31),DENVER
80453,2021,1,1,1,1,1,0,1,1,Colorado,September,18,Saturday,7:00am-7:59am,57,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.14335833,-105.15343611,BOULDER (13),LONGMONT
80454,2021,1,1,1,1,1,0,1,1,Colorado,September,13,Monday,7:00pm-7:59pm,25,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dusk,Not Reported,No,Not Applicable,39.74010278,-104.99155,DENVER (31),DENVER
80455,2021,1,1,1,1,1,0,0,0,Colorado,September,15,Wednesday,8:00pm-8:59pm,47,Local Street - Township,Rural,Local,Town or Township Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.94763889,-105.81671389,GRAND (49),FRASER
80456,2021,1,0,0,2,2,0,2,2,Colorado,June,28,Monday,7:00pm-7:59pm,36,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,T-Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.87219444,-105.025175,ADAMS (1),FEDERAL HEIGHTS
80457,2021,1,0,0,1,1,0,1,1,Colorado,June,24,Thursday,0:00am-0:59am,0,County Road,Urban,Local,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Immersion or Partial Immersion,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,39.09071111,-108.40636111,MESA (77),NOT APPLICABLE
